,id,name,size,info
1512,5344,"Peroxidase, Horseradish",2499," C0015205, C1522485, C0019941, C0124209, C0060520, C0206359, "
2609,5345,ABO gene,1192," C0019737, C0019728, C1412099, C0035493, "
111,5346,Phenylalanine,5462," C0022618, C0002521, C0301713, C0023401, C0025646, C0042285, C0031453, C0024337, C0029277, C0003765, C0041485, C0041249, C0019878, C0010682, "
3544,5347,Transferrin,1525," C0022942, C0040679, C1367597, C0002210, "
4993,5348,"Glonoine, nitroglycerine, Homeopathic preparation",3175," C0014710, C0012291, C0030350, C0037766, C3537168, C1874267, C0026400, C0700769, C0885378, C0014704, "
1185,5349,TXNRD2 wt Allele,1725," C0039462, C0040302, C3811250, C3814410, C3811249, "
3122,5350,Interleukin-1,3058," C1522405, C0021756, C0021764, C1527200, C1527201, C0024297, C0021755, C0079460, C0009392, "
4393,5351,Pseudomonas aeruginosa (antigen),1207," C1962990, C0040673, C0305065, C0127526, "
365,5352,POLE gene,1446," C3811771, C1418729, C1413568, C1414861, "
1738,5353,Coating Excipient,3642," C0037098, C2936385, C0350056, C0035191, C0115137, C0023115, C0032604, C0991566, C0001275, C0007955, C1704806, "
29,5354,imidazole,1536," C1415347, C1823107, C0020924, C0020923, "
4923,5355,"Cyclase, Adenylate",3116," C0020731, C0008356, C0001492, C0018340, C0018353, C0018366, C0018328, C1382029, C0086376, "
5032,5356,"Miotic, NOS",1154," C1579373, C1552907, C0440043, C0026207, "
382,5357,"Chloramphenicol, NOS",1669," C0030842, C0039644, C0008168, C0440049, "
4390,5358,"Oral contraceptive, NOS",1848," C3830287, C0002744, C0009871, C0994475, C0009905, "
3537,5359,Triad Acrylic Resin,2056," C3540776, C0076994, C0021223, C0013879, "
508,5360,CR2 wt Allele,1615," C1506978, C1423767, C3539604, C1418864, "
5667,5361,glucocorticoid,3681," C0010137, C0011777, C0020268, C1413512, C3540778, C0017710, C3540777, "
1796,5362,Therapeutic agent (substance),2640," C0003297, C0013162, C0013230, C0304229, C1611640, C0033262, C1718097, C0044729, "
3407,5363,"Somatomedin, NOS",2668," C0032200, C0016026, C0018284, C0021665, C0021666, C1334091, C1334089, C0037657, "
565,5364,S100 Calcium-Binding Protein A10,1267," C1706141, C1415351, C1425988, C3539715, C0966870, "
2450,5365,"Alpha-2-Macroglobulin, human",2419," C0002198, C1412046, C3813120, C0795657, C0002191, C1416933, "
2800,5366,Cyclic AMP,4511," C0018358, C0031640, C0018338, C0028631, C0001443, C0001471, C0001455, C0050063, C0917964, C0012054, C0000661, "
5078,5367,"5'-Inosinic acid, 2'-deoxy-2'-fluoro-, homopolymer",1988," C1704973, C0591833, C3539739, C0071360, "
3303,5368,Xanthine Oxidase,1553," C0043318, C0043314, C0007367, C1421531, C0043317, "
438,5369,color additive,1992," C1705245, C1427618, C3539536, C1550604, "
3956,5370,Polytetrafluoroethylene,4752," C0035918, C0032624, C0037107, C0038239, C0038126, C0752345, C0032487, C0137914, C0074517, C0037114, C0037110, C0032616, C0005533, C0032611, C0699518, C0947693, "
2959,5371,"Sequences, Amino Acid",5559," C0314604, C1517495, C0162774, C1334043, C0075804, C0021920, C0015295, C0079941, C0162326, C0004793, C0920679, C0002518, C0037081, C1874187, "
417,5372,"Phenothiazine, NOS",2169," C0034403, C0040979, C0008286, C0016368, C0031434, C3536886, C0304370, "
168,5373,TBATA gene,2060," C1424619, C1428114, C0137137, C2946465, C0302821, "
4626,5374,Cuprous,1938," C0007841, C2347872, C1442762, C0018026, "
2462,5375,Polymerase,3340," C0045143, C0206415, C0028953, C0032550, C0032400, C0035693, C0028606, C0012892, C1335439, C0012888, C0035681, "
484,5376,A-factor (Streptomyces),2338," C1516451, C0005515, C0960756, C0050325, "
2824,5377,tyrosine 3 monooxygenase,1613," C1420718, C0008415, C0041491, C0039738, "
5598,5378,Anti-Immunoglobulin E antibody,2110," C0034131, C0016712, C0039620, C0221135, C0029923, C0051978, C2825096, "
4864,5379,SLC4A1 wt Allele,1656," C1538326, C3538902, C1420725, C1418867, "
4562,5380,GRAP2 gene,1177," C0260055, C0720654, C3714516, C1415284, "
1658,5381,Oxidopamine,2166," C0036193, C0813203, C1439030, C0085196, C0205795, C0006931, C0037511, "
2941,5382,MRC1 gene,1727," C0026741, C0072393, C1824986, C1417249, "
3376,5383,Sodium Drug Class,2894," C3714642, C0037473, C3536863, C0021936, C0597488, "
2349,5384,AR wt Allele,1481," C3538867, C3814791, C1705240, C1420193, "
3007,5385,AKR1B10 gene,2617," C0290627, C1825598, C1412323, C1822658, C1171947, "
5961,5386,Antidepressive Agent,4096," C0002403, C0242896, C3537004, C0003289, C0040615, C0033978, C0020591, C0040616, C0020592, C0040614, C0036557, "
2741,5387,Chloramphenicol Drug Class,2378," C0004599, C0032535, C0038425, C0022487, C0027603, C0220892, C3714612, "
1148,5388,alkaline phosphatase stain,1677," C0017916, C0031678, C1418824, C1318717, C1421114, "
237,5389,insect allergenic extract,1256," C2948667, C1420267, C0981916, C0770740, "
1480,5390,ALOX5AP gene,2048," C0908489, C0181075, C0166872, C0181078, C1412362, C3538766, C1418262, "
2610,5391,SERPINA1 wt Allele,1768," C0023031, C3537219, C0087044, C0103404, "
3244,5392,"Lectin, NOS",2113," C3273701, C0070198, C0600500, C0001804, C0023206, C0982459, "
2264,5393,"Oestrogen, NOS",4951," C0720298, C0012203, C0752229, C0014930, C0039286, C0010961, C0009008, C0033306, C0065864, C0056855, C0015011, C0028356, C2757070, C0014939, "
4937,5394,MME gene,2460," C0025250, C1366499, C0001109, C0014894, C0054741, C1413336, C1332805, C0007427, "
4308,5395,"acetic acid,",2283," C0000983, C0031428, C0070570, C0038784, C1161333, C0038786, C0020259, "
2067,5396,Mannose,4527," C0242209, C3541972, C0007004, C3665462, C0012611, C0026492, C0019494, C0017718, C0016786, C0001056, C0016945, C0024742, "
4401,5397,Lactate,2340," C0106006, C0220778, C0000988, C0017911, C0023902, C3824990, C0376261, "
5915,5398,glucose blood,2303," C0006558, C0357164, C0005802, C0726398, C1415477, C0017853, C0019018, "
2176,5399,Cimetidine,3290," C0003216, C0003138, C0038633, C0003385, C0031978, C0008783, C0034665, C3536872, C0019593, C3653430, "
2424,5400,Dietary Cadmium,2727," C2348259, C0028013, C2348256, C0003818, C2348287, C0042306, C2348254, C0040238, "
3687,5401,paired basic amino acid cleaving enzyme,1234," C1421140, C1424729, C0287990, C1335057, "
4095,5402,"heparin, porcine",2313," C0456388, C0019120, C0770546, C0003280, C3536711, "
1159,5403,Agonist,4711," C0031923, C0030038, C0053526, C0242894, C0006945, C0001041, C0243076, C2987634, C0243192, C0242893, C0001648, "
4722,5404,derivatives,4988," C0596260, C0596072, C0598132, C0063146, C0054666, C0596922, C0022634, C0001992, C0359916, C0772162, C0243072, C0014898, C0007066, C0596066, "
1102,5405,nucleases,2343," C0035541, C0014241, C0035542, C0025965, C0597094, C0014230, C0011519, C0011522, "
713,5406,heparins,2029," C0033603, C0019134, C0040162, C0006772, "
1582,5407,RELN wt Allele,1144," C3539667, C1419337, C3541375, C0282686, "
5632,5408,creatinines,1718," C0010294, C0041980, C0600137, C0373561, C0600069, "
1459,5409,"9,10-Dimethyl-1,2-benzanthracene",3821," C0000677, C0003162, C0012431, C0012200, C0058187, C0085180, C0001034, C0005052, C0312399, C0025803, C0015111, C0028203, C0025800, C0015063, "
4370,5410,inhibitors protease,3799," C0041242, C0003641, C0033607, C3653288, C0243077, C0053355, C0031493, C0064858, C0022181, C3536890, C3540755, "
909,5411,Wild Type,1497," C0040078, C1883559, C1333216, C1419240, C3539698, "
1964,5412,phenyl,3727," C0015091, C0015093, C3811385, C0034251, C0034255, C2945717, C2945751, C1512523, C0030020, C0006222, C0002072, C0058372, C0053225, "
2110,5413,Isoleucine,3700," C0012512, C0002482, C0702172, C0022192, C0017890, C0003995, C0004015, C0040005, C0036720, C3541260, C0056180, "
4984,5414,EAF2 gene,1181," C3665360, C2722032, C1413574, C1427926, "
4465,5415,"Purine, NOS",2379," C0220903, C0034140, C0034284, C0034289, C0025831, C0746574, C0036002, "
1085,5416,Leukotriene B4,1425," C0033532, C1865138, C0000379, C0023546, "
1253,5417,Fat - dietary,2337," C0007332, C0010029, C0012171, C0012177, C0008024, C0008395, C0008402, C0009002, "
20,5418,PAGR1 wt Allele,2093," C0018880, C1418983, C3812826, C0017110, "
5891,5419,Sustain,2166," C0284447, C1539482, C2732140, C2937289, "
5452,5420,H Antibody,3409," C0369286, C1415458, C2946261, C0002520, "
2935,5421,Angiotensin-2,1707," C1424250, C2698414, C1523997, C3714928, "
2681,5422,Acetaminophen,3195," C0007804, C0036079, C0037549, C0036075, C0036077, C0002586, C0003420, C2917659, C0000970, "
1888,5423,Food allergenic extracts,2118," C0043076, C3540798, C0031516, C0028910, C0645690, C1550600, "
4867,5424,"3,4-Dihydroxyphenylacetic Acid",3299," C0000376, C0019903, C0020361, C3538705, C0000578, C0013023, C0006982, C0023570, C0030135, C0051427, C0030557, "
3084,5425,THYROID DIAGNOSTIC RADIOPHARMACEUTICALS,3129," C0033511, C0025644, C0041014, C0040165, C0040135, C3540038, C1527123, "
2432,5426,CD5 Gene,1530," C1413227, C3541334, C1335648, C1824685, "
5781,5427,mucin,2120," C0057628, C0026682, C0920330, C0023764, C0002712, C0002245, "
5480,5428,THBD wt Allele,1258," C3540468, C0145779, C3540507, C1413029, "
905,5429,Tablet Dosage Form,2517," C0038854, C0013058, C1710261, C0039225, C0006935, C0017237, "
1203,5430,Tilt (brand of fungicide),2372," C3273752, C2239920, C3540585, C3815527, "
951,5431,Gentamicin Sulfate (USP),1994," C1414052, C1416886, C1415944, C0546866, "
5609,5432,Angiotensin II,3237," C0003009, C0030095, C1705480, C0596110, C1708407, C0042418, C0003779, "
3899,5433,Vitamin B-12,3212," C2936883, C0042845, C3714802, C0016410, C0178638, C3714502, C0035527, C0039840, C0087162, C0034272, C3714638, "
750,5434,cholinergic receptors,3163," C0034826, C0026815, C0034838, C0140057, C0002246, C0034792, C0034830, C0022009, C0037492, C0006685, "
5218,5435,Thrombin,5240," C0724532, C3538795, C1367553, C0003410, C0003438, C0016022, C0163275, C0005789, C0009117, C0015982, C0040018, C0016016, C0032144, C0032140, "
4463,5436,lactate,2135," C3810601, C0022924, C1704947, C1333690, "
4360,5437,Oral granules,1733," C0003993, C0035569, C0002508, C0993609, "
5015,5438,LPL gene,1315," C1416902, C0023816, C1539838, C1442495, "
4583,5439,Sodium Cation,3250," C0029904, C0002502, C0035930, C0076252, C0039705, C0042525, C3495095, C0597484, "
3889,5440,"Base, NOS",1883," C1413785, C0035711, C0178499, C1705397, "
550,5441,Ferric,4854," C0038774, C0038739, C0018966, C0032712, C2346592, C2346593, C0011145, C0376520, C1166521, C0302583, C3714701, "
547,5442,vitamin-E,3016," C0969677, C0079381, C0003402, C0042874, C0003968, C0178487, C3714687, C2349136, "
1873,5443,CFTR wt Allele,1448," C3540767, C3540029, C3811819, C1823521, "
5810,5444,Alpha-1,2190," C1979844, C1420510, C3280555, C1540127, C1414290, C1334087, "
1296,5445,Recombinant Vasopressin,2030," C1527128, C0042413, C0597421, C1417807, C0027481, "
5299,5446,KNG1 Gene,1506," C3272444, C3272445, C1705889, C1537501, "
3269,5447,complex (molecular entity),3165," C0127400, C3812285, C1704241, C0005575, "
5254,5448,SERPINA7 gene,1414," C0312452, C0087090, C1420598, C1421224, C0032923, C0035342, "
4358,5449,"Monoclonal antibodies, antineoplastic",1939," C0014963, C1417861, C1875400, C3542957, "
3189,5450,Prothrombin,2393," C0015498, C0015502, C1333523, C1292267, C0040048, C0033706, C2828369, C1414504, "
3525,5451,Fructose,3203," C1414968, C0034348, C0016762, C0162449, C0031651, C0917783, C3252566, C0034320, C0016745, C0061418, C0019472, "
2463,5452,Soma,1488," C3811616, C0702216, C1881507, C0723285, "
5942,5453,ABO gene,1720," C0019737, C0019728, C1412099, C0035493, C1384665, C1412290, "
4957,5454,Progesterone--Receptors,4295," C1334899, C0034809, C1370369, C0034804, C0034833, C1366500, C1414461, C1521863, C0034840, C1447749, C0034786, C0206588, C3536710, C3536949, "
711,5455,iodonitrotetrazolium,1291," C1508746, C0063789, C1823394, C1413503, "
1852,5456,Monophenol Monooxygenase,1159," C0041484, C1421250, C0005058, C0220795, "
706,5457,"Beta-Galactosidase, human",1755," C0022949, C1260222, C3811060, C1416808, C0005220, "
1097,5458,"Haemoglobin, NOS",2724," C0025635, C0178597, C0030069, C0015936, C0019046, C0019016, C1417048, C0027078, "
4668,5459,DNA,3527," C0008546, C0019652, C0019644, C0028623, C0012935, C0311474, C1179920, C0012854, C0000702, "
1081,5460,Yohimbine,5829," C3536752, C0018318, C0031448, C0242889, C0010620, C0025842, C0036753, C0022616, C0018312, C1268904, C0009014, C0242546, C0724441, C0025681, C0031469, C0001640, "
4700,5461,a very small piece or part,3153," C0178735, C1328819, C0071513, C0487919, C0872086, C0035975, C0039294, C0596488, C0597177, "
1421,5462,antibodies m,2559," C3541959, C0369637, C0031619, C1537525, "
698,5463,AN 1,6528," C0718136, C0163299, C1825406, C0052080, C0620347, C0050288, C1510673, C0143197, C0619485, C0635218, C0103186, C0950951, C0526789, C0619883, "
5571,5464,Sulfhydryl Compounds,3683," C0010654, C0038734, C1511997, C0012771, C0020363, C0020362, C0376446, C0012789, C0025402, C0038738, C0015101, "
15,5465,"Glycosaminoglycan, NOS",3618," C0011602, C0008466, C0019143, C3536869, C0017973, C0020196, C0813622, C0178695, C0038720, C3536965, "
2045,5466,Gonadorelin,3060," C1706334, C0023610, C3146229, C1415169, C1268900, C1518041, C0037668, C1333674, C1706512, "
4915,5467,CD2 wt Allele,1583," C2827387, C2827388, C1367475, C1705087, C1418917, "
5903,5468,Hepatitis B Surface Antigens,2837," C0019168, C0369334, C0019043, C0020861, C0368675, C1445860, C1291777, C0475463, C0003342, "
4512,5469,Rhodopsins,2437," C0007271, C0008260, C0031916, C0025196, C1419385, C0035499, C0596335, C0303749, C0309989, "
626,5470,emulsion,1852," C0683092, C1272892, C0259862, C0733854, C0014020, "
3919,5471,citrate,1489," C0055819, C1171556, C0475337, C0008857, "
3184,5472,Triton X-100,2598," C0885750, C0520481, C0012256, C0301242, C0146951, C0011740, C0087063, C0109497, C0086123, "
4201,5473,"Aluminum, NOS",1550," C0002367, C0013832, C0034417, C0072879, "
1323,5474,Cloning Vectors,1697," C1366752, C0086022, C0006556, C0872147, C0751608, "
2257,5475,"Local anesthetic, NOS",3303," C0002934, C3536836, C3540696, C3540789, C3541403, C0039629, C0033218, C0023660, C0006400, "
5774,5476,N not otherwise specified Antibody,2681," C1579433, C0369718, C0027310, C0919509, "
5044,5477,IL1RL1 wt Allele,1846," C0035100, C3813126, C3812692, C1412709, "
5296,5478,PCYT1A wt Allele,2572," C0085113, C1514917, C3540513, C1417325, "
2647,5479,"HLA-DR antigen, NOS",4828," C0312907, C0312905, C1707664, C0019754, C0019630, C0019629, C0019628, C0368721, C0019721, C0019764, C1420806, C0019772, C1417622, C1537935, C0019740, "
4958,5480,G6PD gene,2464," C1413138, C1415275, C0017822, C1415326, C0283592, C0038615, C1333652, C0017757, "
1444,5481,creatinines,2524," C0935936, C3669135, C0029988, C0010294, C0041980, C0600137, C0373561, C0600069, "
3150,5482,somatostatins,5675," C0005919, C0006639, C0037167, C0030859, C0037659, C0008328, C0026594, C1417190, C0376180, C0143060, C0293352, C0036534, C0030298, C0017151, C0017132, C1418856, "
2650,5483,Genome Encoded Entity,1939," C0169911, C0034861, C0597427, C0815043, C0751455, C1704222, C1180347, "
2946,5484,NISCH gene,3029," C3540559, C0963236, C1425233, C1272883, C0086706, C1424188, C1423644, "
3807,5485,"Markers, Tumor",2679," C0041365, C1139415, C0007082, C1412365, C0740201, C0358514, C0021212, "
1230,5486,Contrast Medium,3384," C2936886, C3813556, C1539835, C0009924, "
504,5487,MANEA gene,1312," C1427293, C0031681, C1881413, C0731033, "
1439,5488,MTR wt Allele,2963," C3539704, C0039676, C0600508, C0722388, C1421479, C1422662, "
887,5489,Immunoglobulin IgG1,3204," C0027015, C0369518, C1275917, C0021017, C0020859, C0020855, C0020856, C0020857, C0443737, C0700271, C0020843, C1332420, "
3851,5490,Cisplatin,8090," C3812373, C0008163, C0042682, C0010927, C0025241, C0010583, C0042670, C0042679, C0002699, C0026259, C0015133, C0085752, C0013089, C0011015, C0008838, C0005740, C0026254, C0002475, C0771002, C0001143, C0003234, C0282564, "
5139,5491,FOXD3 Gene,2258," C3542961, C3540014, C1176299, C1414672, "
1746,5492,"Growth Factor, Epidermal",1731," C0027754, C1522443, C0027752, C0242275, C1414313, C0034802, "
1355,5493,EGR3 gene,1372," C3257517, C0917735, C1414316, C1826583, C1272570, "
1707,5494,Metabolites,4946," C0596040, C0242958, C0870883, C0014630, C0017945, C0030015, C0812407, C0700307, C0393003, C2986642, C0014631, C0034424, C0072667, C0034243, "
1446,5495,"Glutathione, NOS",2844," C0016943, C0007022, C0010648, C0001047, C0000473, C0017817, C0061516, C0034917, C0556252, C0086154, "
3295,5496,aqueous solution,3620," C1707468, C0991511, C0033086, C1875022, C2919405, C0790233, C0011947, C0002371, C0007026, C0720930, C0351302, C3255993, C0072225, "
2437,5497,"Lipopolysaccharide, NOS",4431," C1522468, C0023556, C0918027, C0032414, C1414134, C0001060, C1418482, C0079224, C0007289, C0039899, C2697656, C0014264, C0023810, "
3579,5498,Wiskott Aldrich Syndrome Protein,2718," C0258432, C1854580, C3539947, C0031701, "
959,5499,Suppressor,3857," C0009498, C0103512, C3714972, C0312594, C0076533, C0022144, C0024284, C0432618, C0301850, C1417917, C0085379, C2954564, "
690,5500,Today,1911," C1824032, C3715025, C0310367, C0719214, C1415386, "
4072,5501,vapors,3235," C0038777, C0030106, C0003947, C0022108, C0016564, C0015087, C0038515, C0005036, C0597635, C0040383, "
3154,5502,Seawater preparation,1672," C0073386, C1875730, C0077548, C0064411, C0939938, C1161329, "
2351,5503,Sodium Cation,4368," C0033209, C0000981, C0016860, C0029904, C0002502, C0035930, C0076252, C0039705, C0042525, C3495095, C0597484, "
1339,5504,ribonucleoprotein,1378," C0443935, C0035544, C1419467, C1413096, C2987048, "
3424,5505,endopeptidase,4374," C1947941, C3540759, C2717971, C0014436, C0030946, C0030940, C0030909, C0020197, C0162745, C0699918, C0030306, "
76,5506,"Fatty acid, NOS",5167," C0220871, C0125894, C0015686, C0032615, C0023749, C0015690, C0597423, C0023767, C0023779, C0025249, C0015684, C0522095, C0030234, C0038323, "
1780,5507,"Chloride, NOS",2993," C1705347, C0919442, C0220926, C0039887, C0122922, C0596019, C0008203, C0008209, C2348260, "
1018,5508,Atropine,3460," C0004259, C0450442, C0006675, C3540037, "
3064,5509,triphosphate,6393," C0220903, C0034140, C0034284, C0034289, C0025831, C0746574, C0036002, C0041917, C0040087, C0018321, C0010843, C0011503, C0030896, C0045183, C0010715, C0028621, C0146894, C0001407, C0018330, C0020684, C0021528, "
791,5510,polychlorinated biphenyl,1831," C1421951, C0795623, C0033223, C0032447, C1418288, "
5359,5511,glucocorticoid,5088," C0011710, C0026160, C0002006, C0037982, C0010137, C0011777, C0020268, C1413512, C3540778, C0017710, C3540777, "
2500,5512,"Atropinum, atropine",1948," C1161352, C0305062, C0305052, C0360506, "
799,5513,WAS Gene,2643," C0002716, C0611285, C1421478, C0162327, "
817,5514,mutagen,4127," C0020242, C0032458, C0028197, C0039536, C0007090, C0026879, C0019236, C0031253, C0021576, C0005038, C0024547, C0026955, C0001734, "
738,5515,Verapamil,5932," C0028127, C0028094, C0015772, C0042523, C0028005, C0028116, C0005116, C0016295, C0014710, C0012291, C0030350, C0037766, C3537168, C1874267, C0026400, C0700769, C0885378, C0014704, "
1941,5516,"Glucose, NOS",5114," C0106006, C0220778, C0000988, C0017911, C0023902, C3824990, C0376261, C0017861, C0037688, C0017725, C0022631, C0064582, C0043375, C0024658, "
2927,5517,phosphate ion,2432," C0042010, C1420150, C0010734, C0018346, C1601799, C0031603, C0029356, "
5737,5518,phosphatidylcholine,6027," C0000039, C0216971, C0007188, C0023828, C0025938, C0012456, C0772274, C0031617, C0885520, C0031676, C0037906, C1959616, C0024360, C1450468, C0031618, C0301704, C0031614, C0031623, "
5491,5519,"Stain, NOS",3466," C0038128, C0183489, C0018964, C0885297, C0014448, C0030415, C0949307, C0016184, C0029385, C0017814, "
5156,5520,RPL3 gene,2604," C1416177, C3812159, C1419655, C3813714, C1419676, C1418789, C1825810, C3538854, "
1314,5521,"Ammonia, NOS",2755," C0028158, C0034354, C0002607, C0002611, C0015691, C0025617, C3541407, C0369760, "
2002,5522,monomers,2792," C0596383, C0032521, C0596448, C0596973, C1378554, C0444626, "
4887,5523,"Platinum, NOS",1182," C1413357, C3272498, C0032207, C1171558, "
1041,5524,gamma Glutamyl Hydrolase,3583," C0033371, C0033993, C0017687, C0033308, C0025219, C0018061, C0023607, "
3977,5525,Bulk (conceptual),2314," C0051981, C1417752, C1337615, C0225326, "
5886,5526,animal allergen extracts,3388," C0995005, C3540698, C2728259, C0220806, "
469,5527,Lithium antipsychotics,2736," C0355642, C0309872, C0723457, C3540800, "
3397,5528,"Plumbum metallicum, homeopathic preparation",1979," C0173021, C3810570, C0591895, C1442948, "
5945,5529,"Non-steroidal anti-inflammatory agent, NOS",6207," C0004057, C0020740, C0016377, C0031463, C0053111, C0027396, C0031990, C0038792, C3536840, C0003209, C0003211, C0002144, C3714633, C0036078, C0004320, C0030817, "
1038,5530,"Anhydrous, Calcifediol",4485," C3714503, C3537249, C0014695, C2936842, C0042866, C3265062, C0008318, C0006657, C0012328, C2713074, C0766510, C0220853, C1507143, "
4356,5531,"Acid, NOS",2747," C0001128, C0024334, C1880279, C0002055, "
2703,5532,ACSM3 gene,1187," C1825840, C1539696, C1412082, C1412316, "
3764,5533,"Oxygen, NOS",3852," C0043339, C0003781, C0279328, C0016340, C0030054, C0007012, C2347816, C0581444, C0030493, C0007018, "
3054,5534,"Starch, NOS",2891," C0947608, C2362561, C3257534, C0007648, C0038179, C3484401, C1509547, C1533312, C1095911, "
2130,5535,"Acids, Acetic",2050," C0040291, C0040900, C0000985, C1142652, C0885847, C0544357, "
4083,5536,"Immunoglobulin, NOS",2571," C0021027, C3540469, C1417248, C1378566, "
1431,5537,"Gene, NOS",4593," C0599770, C0017337, C0079429, C0678941, C0002085, C1708726, C0029073, C0017366, C1455498, C0034987, C0086860, C0242961, "
5453,5538,estradiol-17 beta-benzoate,2816," C1704298, C1136247, C0733758, C0167626, C0039607, C0059626, C2239937, C1254211, C1415888, "
3253,5539,"Synthases, Prostaglandin-Endoperoxide",3367," C3536910, C0085387, C0033529, C1289957, C0085385, C0006536, C0033551, C1565860, C0389003, C0023837, "
1363,5540,FUT3 gene,1582," C0991510, C3540603, C1414864, C1366510, C1708624, "
894,5541,Therapeutic Vasoactive Intestinal Peptide,3646," C1333714, C1417815, C1420563, C1413167, C1417869, C1704757, C1366646, C1335871, C1881011, "
3778,5542,alkaline phosphatases,3234," C0002059, C0054943, C0017040, C0001057, C0017724, C0391845, C0440039, C0017776, C1439345, "
3854,5543,"Acid, Aminosalicylic",2064," C0028736, C0740034, C0440042, C0030125, "
2833,5544,Dietary Cadmium,3711," C2348259, C0028013, C2348256, C0003818, C2348287, C0042306, C2348254, C0040238, C0008574, C2348261, C1445745, "
4870,5545,N-Formylmethionine Leucyl-Phenylalanine,3162," C0043552, C1367710, C0008013, C0027229, C1705725, C1333574, C0521966, C0878412, C0444420, C0022022, "
3691,5546,Dietary Nickel,2953," C2348262, C0009148, C2348274, C2348271, C0567415, C2348286, C2348273, C0026402, "
3087,5547,Recombinant human chorionic gonadotrophin,2824," C1527152, C0018062, C1141639, C0035031, C0106132, C0032052, C1704206, C1314785, "
2700,5548,"heparin, porcine",4186," C0456388, C0019120, C0770546, C0003280, C3536711, C0043031, C0032188, C0040207, C0085826, C0038742, C0012582, "
2117,5549,Calmodulin 1,3209," C0006726, C3714611, C1822659, C0006732, C1366910, C1418948, "
1104,5550,"Immunoglobulin A, Human",3540," C0020852, C0017007, C0017649, C0939935, C3536873, C0036538, C0020838, C2825347, C0020835, "
2186,5551,Thrombin,6993," C1336938, C0042971, C0015506, C1335206, C0032183, C0724532, C3538795, C1367553, C0003410, C0003438, C0016022, C0163275, C0005789, C0009117, C0015982, C0040018, C0016016, C0032144, C0032140, "
630,5552,"Amphetamine, NOS",4496," C0002667, C0025611, C0065088, C0036023, C0028040, C0009170, C0011892, C0025605, C0031381, C0008188, C0025810, C0015827, C0002658, "
4728,5553,"Cephalosporin, NOS",10413," C0597979, C1442492, C0016610, C0027353, C0004635, C0065839, C0003232, C1136254, C0279516, C0008809, C0020933, C0282215, C3536856, C0026458, C0027780, C0002499, C0040341, C0006976, C0040193, C0004499, C0031955, C0025893, C0007546, C0007557, C0007541, C0030827, C0007735, C0004521, C0007561, C0007559, C0007560, C0007552, C0007554, C0026651, "
3834,5554,Leukotriene B4,3381," C0033532, C1865138, C0000379, C0023546, C0023544, C0023545, C0023542, C1412526, C0038091, C0060706, "
1140,5555,Gonadotropin [EPC],3806," C3539087, C0010124, C0032016, C0036884, C0301818, C0032015, C0019932, C3536870, C1522385, "
5433,5556,ion potassium,2377," C1706373, C0597277, C0017789, C0061472, "
3075,5557,SLC4A1 wt Allele,2380," C0067895, C0008015, C1419366, C1538326, C3538902, C1420725, C1418867, "
2968,5558,"Opiates, Endogenous",4260," C1709058, C0949369, C0599947, C1363844, C0597192, C0027908, C0205753, C0027895, C0205752, C0014242, C1337111, "
1750,5559,C3 gene,3254," C0033453, C1824728, C1412999, C0079785, C0056182, C1413694, C0009510, C0009511, C0312743, C0009506, C1332656, "
4755,5560,MUC7 gene,7227," C1417500, C2347546, C2346661, C0007974, C0013618, C0007448, C2346521, C2347051, C0015083, C0024472, C0596235, C0013714, C0042305, C0022023, C0007447, C0003075, "
4224,5561,"Cadmium, NOS",3202," C0521939, C0036581, C2348282, C0166979, C0025794, C0025545, C0006632, C0024706, "
841,5562,haptene,3777," C0018593, C0021013, C0031716, C0678100, C0045511, C0034131, C0016712, C0039620, C0221135, C0029923, C0051978, C2825096, "
5447,5563,20-Methylcholanthrene,5191," C0010798, C0010762, C0815014, C0003927, C0020364, C0043335, C0003036, C0025876, C0012503, C0039635, C0669372, C0025732, C0031412, C0053490, C0000325, C0059735, "
4389,5564,aldehyde dehydrogenases,2418," C0019587, C0026454, C0026455, C3659502, C0001942, C0017837, C0684287, C0017755, C0443764, "
1092,5565,thymidin,4430," C0020811, C0011535, C0086126, C0041984, C0040077, C0085171, C0039902, C0006233, C0004475, C0020402, C0003451, C0001367, C0042646, "
2286,5566,"Oxygen, NOS",5945," C0018880, C1418983, C3812826, C0017110, C0043339, C0003781, C0279328, C0016340, C0030054, C0007012, C2347816, C0581444, C0030493, C0007018, "
1445,5567,Enterotoxins,2611," C0010868, C0015309, C1136170, C0014372, C0019053, C1962990, C0040673, C0305065, C0127526, "
2185,5568,beta-adrenergic receptor,4727," C0001642, C1439273, C0034784, C0034783, C0001643, C1332027, C0001638, C0034785, C1367657, C0037956, C0012278, C0599278, "
4785,5569,glutamate,3503," C0085845, C0017797, C0001898, C0220873, C1291208, C0220839, C0376259, C0220918, C0244104, "
429,5570,Oleates,3286," C0028929, C0028928, C0133788, C0220884, C0030233, C0392214, C0220802, C0038617, C0000975, C0033474, "
4959,5571,Albumin.serum,3610," C0036773, C0036825, C0032120, C0001924, C1260311, C0005437, C0021234, C2917673, "
3620,5572,"Major histocompatibility complex, NOS",2729," C0021036, C1420192, C1420224, C0017351, C0024518, C0221137, C0370188, C1412243, C0212009, C0443800, "
5768,5573,Wild Type,2651," C0040078, C1883559, C1333216, C1419240, C3539698, C1579373, C1552907, C0440043, C0026207, "
